"site","year","species","d10","d20","d30","d40","d50"
"KEYESUSMD1",2009,"cach",0,4,0,1,0
"KEYESUSMD1",2009,"carw",0,0,0,0,1
"KEYESUSMD1",2009,"eabl",0,1,0,0,0
"KEYESUSMD1",2009,"grca",0,1,1,0,0
"KEYESUSMD1",2009,"howr",0,1,1,0,0
"KEYESUSMD1",2009,"noca",0,0,2,1,1
"KEYESUSMD1",2009,"piwo",0,0,0,0,1
"KEYESUSMD1",2010,"eaph",0,0,0,0,1
"KEYESUSMD1",2010,"howr",0,0,1,0,0
"KEYESUSMD1",2010,"noca",0,0,0,1,1
"KEYESUSMD1",2010,"tuti",0,0,0,1,0
"KEYESUSMD1",2012,"amcr",0,3,0,0,0
"KEYESUSMD1",2012,"amro",0,0,1,0,0
"KEYESUSMD1",2012,"cach",0,1,0,1,0
"KEYESUSMD1",2012,"chsp",0,0,2,1,0
"KEYESUSMD1",2012,"eaph",0,0,1,0,0
"KEYESUSMD1",2012,"howr",1,0,1,0,0
"KEYESUSMD1",2012,"noca",0,0,1,1,2
"KEYESUSMD1",2012,"tuti",0,0,0,1,0
"KINDFAPMD1",2010,"amro",0,1,0,0,1
"KINDFAPMD1",2010,"noca",0,1,1,1,0
"KNIGSALVA1",2009,"cach",3,1,0,0,0
"KNIGSALVA1",2009,"carw",0,2,1,0,0
"KNIGSALVA1",2009,"eabl",0,0,1,0,0
"KNIGSALVA1",2009,"hofi",1,0,0,0,0
"KNIGSALVA1",2009,"modo",0,0,0,1,0
"KNIGSALVA1",2009,"noca",0,1,2,1,0
"KNIGSALVA1",2009,"tuti",1,2,2,0,0
"KNIGSALVA1",2009,"wbnu",0,0,0,1,0
"KNIGSALVA1",2010,"cach",0,5,0,0,1
"KNIGSALVA1",2010,"carw",0,1,0,0,0
"KNIGSALVA1",2010,"cogr",1,0,0,0,0
"KNIGSALVA1",2010,"dowo",0,1,0,0,0
"KNIGSALVA1",2010,"eabl",0,2,2,0,0
"KNIGSALVA1",2010,"eawp",0,0,0,1,0
"KNIGSALVA1",2010,"noca",0,3,0,0,0
"KNIGSALVA1",2010,"nopa",1,0,0,0,0
"KNIGSALVA1",2010,"rbwo",0,1,0,0,0
"KNIGSALVA1",2010,"rthu",0,1,0,0,0
"KNIGSALVA1",2010,"rwbl",0,1,0,0,0
"KNIGSALVA1",2012,"amgo",0,0,2,0,0
"KNIGSALVA1",2012,"bggn",0,0,0,1,0
"KNIGSALVA1",2012,"cach",2,0,1,0,0
"KNIGSALVA1",2012,"carw",0,0,1,0,0
"KNIGSALVA1",2012,"cogr",1,0,0,1,0
"KNIGSALVA1",2012,"eawp",0,0,0,1,0
"KNIGSALVA1",2012,"hofi",3,0,0,0,0
"KNIGSALVA1",2012,"noca",0,1,0,0,0
"KNIGSALVA1",2012,"nopa",0,1,0,1,0
"KNIGSALVA1",2012,"rbwo",1,0,0,0,0
"KNIGSALVA1",2012,"revi",0,0,0,0,1
"KNIGSALVA1",2012,"rthu",0,3,0,0,0
"KNIGSALVA1",2012,"scta",0,0,0,1,0
"KNIGSALVA1",2012,"tuti",0,0,0,0,1
"KORRHARMD1",2009,"amcr",0,1,0,0,3
"KORRHARMD1",2009,"amgo",0,2,0,0,0
"KORRHARMD1",2009,"amro",1,0,0,0,0
"KORRHARMD1",2009,"cach",1,0,0,0,0
"KORRHARMD1",2009,"carw",0,0,0,1,0
"KORRHARMD1",2009,"dowo",0,1,0,0,0
"KORRHARMD1",2009,"grca",2,3,1,0,0
"KORRHARMD1",2009,"howr",1,0,0,0,0
"KORRHARMD1",2009,"noca",4,0,0,0,0
"KORRHARMD1",2009,"wbnu",0,0,1,0,0
"KORRHARMD1",2010,"amgo",0,0,0,0,1
"KORRHARMD1",2010,"amro",1,0,0,0,2
"KORRHARMD1",2010,"grca",0,0,0,1,0
"KORRHARMD1",2010,"howr",0,1,0,0,0
"KORRHARMD1",2010,"modo",0,0,0,0,1
"KORRHARMD1",2012,"amro",0,1,0,0,0
"KORRHARMD1",2012,"blja",0,0,0,2,0
"KORRHARMD1",2012,"cach",0,0,0,0,1
"KORRHARMD1",2012,"carw",0,1,0,0,0
"KORRHARMD1",2012,"grca",0,1,2,1,0
"KORRHARMD1",2012,"howr",0,0,0,1,0
"KORRHARMD1",2012,"modo",0,0,1,0,0
"KORRHARMD1",2012,"noca",2,0,2,1,0
"KORRHARMD1",2012,"revi",0,0,0,0,1
"KRAMPAUMD1",2010,"amgo",0,0,0,0,1
"KRAMPAUMD1",2010,"cach",0,0,1,0,0
"KRAMPAUMD1",2010,"cedw",0,2,0,0,0
"KRAMPAUMD1",2010,"chsp",0,0,1,0,0
"KRAMPAUMD1",2010,"dowo",0,0,0,0,1
"KRAMPAUMD1",2010,"eabl",0,0,1,1,0
"KRAMPAUMD1",2010,"grca",0,0,1,2,1
"KRAMPAUMD1",2010,"howr",0,0,1,2,0
"KRAMPAUMD1",2010,"modo",0,1,0,0,0
"KRAMPAUMD1",2010,"rbwo",0,0,0,0,1
"KRAMPAUMD1",2010,"woth",0,0,0,2,1
"LAFMELVA1",2009,"blja",0,2,2,3,0
"LAFMELVA1",2009,"carw",0,0,1,0,0
"LAFMELVA1",2009,"cogr",0,0,1,0,0
"LAFMELVA1",2009,"grca",0,0,0,0,1
"LAFMELVA1",2009,"hofi",0,0,1,0,0
"LAFMELVA1",2009,"noca",0,0,1,2,2
"LAFMELVA1",2009,"sosp",0,0,0,1,2
"LAFMELVA1",2009,"tuti",0,0,1,0,0
"LAFMELVA1",2009,"wbnu",0,0,1,0,0
"LAFMELVA1",2010,"amro",0,0,0,2,0
"LAFMELVA1",2010,"carw",0,0,0,1,0
"LAFMELVA1",2010,"cogr",0,1,0,0,0
"LAFMELVA1",2010,"grca",0,0,0,0,1
"LAFMELVA1",2010,"howr",1,0,0,0,0
"LAFMELVA1",2010,"modo",1,0,0,0,0
"LAFMELVA1",2010,"noca",0,2,0,0,0
"LAFMELVA1",2010,"sosp",0,2,0,0,0
"LAFMELVA1",2012,"amcr",0,0,0,0,1
"LAFMELVA1",2012,"amro",0,1,1,1,1
"LAFMELVA1",2012,"modo",0,0,0,0,1
"LAFMELVA1",2012,"noca",0,0,1,0,1
"LAFMELVA1",2012,"sosp",0,0,0,2,1
"LAFMELVA1",2012,"tuti",2,0,1,0,0
"LANDCELVA1",2009,"amro",0,0,1,0,1
"LANDCELVA1",2009,"carw",0,0,1,1,0
"LANDCELVA1",2009,"grca",0,0,0,1,1
"LANDCELVA1",2009,"noca",0,0,1,0,1
"LANDCELVA1",2009,"sosp",0,1,1,0,1
"LANDCELVA1",2010,"amro",0,1,1,0,1
"LANDCELVA1",2010,"bhco",0,0,1,0,0
"LANDCELVA1",2010,"dowo",0,0,0,1,0
"LANDCELVA1",2010,"grca",1,1,0,1,0
"LANDCELVA1",2010,"noca",0,0,1,0,0
"LANDCELVA1",2010,"rbwo",0,1,1,0,0
"LANDCELVA1",2010,"sosp",0,0,0,1,0
"LANDCELVA1",2012,"amro",1,0,0,0,0
"LANDCELVA1",2012,"bhco",0,0,0,0,1
"LANDCELVA1",2012,"cogr",0,1,0,2,0
"LANDCELVA1",2012,"grca",0,1,0,0,0
"LANDCELVA1",2012,"hawo",1,0,0,0,0
"LANDCELVA1",2012,"howr",0,0,0,0,1
"LANDCELVA1",2012,"noca",1,0,1,0,0
"LANDCELVA1",2012,"rbwo",0,1,1,0,0
"LANDCELVA1",2012,"sosp",0,0,0,2,0
"LANGANKVA1",2009,"amro",0,1,0,0,0
"LANGANKVA1",2009,"blja",0,2,2,0,0
"LANGANKVA1",2009,"cach",0,3,0,0,0
"LANGANKVA1",2009,"carw",0,1,0,0,0
"LANGANKVA1",2009,"grca",0,2,0,0,0
"LANGANKVA1",2009,"modo",0,1,0,0,0
"LANGANKVA1",2009,"noca",2,3,0,0,0
"LANGANKVA1",2009,"sosp",0,1,0,0,0
"LANGANKVA1",2009,"tuti",0,3,0,0,0
"LANGANKVA1",2010,"amro",0,0,1,0,1
"LANGANKVA1",2010,"cach",0,0,0,3,0
"LANGANKVA1",2010,"dowo",0,0,0,1,0
"LANGANKVA1",2010,"modo",0,0,0,1,0
"LANGANKVA1",2010,"noca",0,0,0,0,3
"LANGANKVA1",2012,"amcr",0,0,0,0,2
"LANGANKVA1",2012,"amro",0,0,1,0,0
"LANGANKVA1",2012,"blja",0,0,0,1,0
"LANGANKVA1",2012,"cach",0,0,3,0,0
"LANGANKVA1",2012,"dowo",0,0,0,1,0
"LANGANKVA1",2012,"noca",1,1,0,1,1
"LANGANKVA1",2012,"tuti",0,0,1,1,0
"LEONTESDC1",2009,"amro",2,2,0,0,0
"LEONTESDC1",2009,"blja",6,1,0,0,0
"LEONTESDC1",2009,"chsw",4,0,0,0,0
"LEONTESDC1",2009,"grca",1,1,0,0,0
"LEONTESDC1",2009,"hofi",4,2,0,0,0
"LEONTESDC1",2009,"howr",1,0,0,0,0
"LEONTESDC1",2009,"noca",0,3,0,0,0
"LEONTESDC1",2010,"amro",0,0,1,0,0
"LEONTESDC1",2010,"cogr",1,0,0,0,0
"LEONTESDC1",2010,"noca",0,0,0,0,1
"LEONTESDC1",2010,"sosp",1,0,0,0,0
"LIEBJUDMD1",2009,"amgo",0,0,0,1,0
"LIEBJUDMD1",2009,"amro",2,0,0,1,0
"LIEBJUDMD1",2009,"bhco",0,1,0,0,0
"LIEBJUDMD1",2009,"chsw",3,0,0,0,0
"LIEBJUDMD1",2009,"grca",1,0,2,1,0
"LIEBJUDMD1",2009,"noca",1,0,1,0,1
"LIEBJUDMD1",2009,"rbwo",0,1,1,0,0
"LIEBJUDMD1",2009,"sosp",0,0,0,0,1
"LIEBJUDMD1",2010,"amro",1,0,2,0,0
"LIEBJUDMD1",2010,"cogr",0,1,0,0,0
"LIEBJUDMD1",2010,"grca",1,1,0,0,0
"LIEBJUDMD1",2010,"howr",0,0,2,1,0
"LIEBJUDMD1",2010,"modo",1,0,0,0,0
"LIEBJUDMD1",2010,"noca",0,1,0,0,1
"LIEBJUDMD1",2010,"sosp",3,1,2,1,0
"LIEBJUDMD1",2012,"amro",0,0,1,0,0
"LIEBJUDMD1",2012,"grca",2,1,0,0,0
"LIEBJUDMD1",2012,"hofi",3,0,0,0,0
"LIEBJUDMD1",2012,"noca",0,1,0,0,2
"LIEBJUDMD1",2012,"rbwo",0,0,0,1,0
"LINDHANMD1",2009,"amro",0,1,1,1,0
"LINDHANMD1",2009,"blja",0,1,0,0,1
"LINDHANMD1",2009,"carw",0,0,0,0,1
"LINDHANMD1",2009,"cogr",0,2,1,0,0
"LINDHANMD1",2009,"eawp",0,0,0,0,1
"LINDHANMD1",2009,"ficr",0,0,0,0,1
"LINDHANMD1",2009,"grca",0,2,1,0,0
"LINDHANMD1",2009,"howr",0,2,1,0,0
"LINDHANMD1",2009,"modo",0,0,0,0,1
"LINDHANMD1",2009,"noca",0,0,1,1,0
"LINDHANMD1",2010,"amro",0,0,2,0,2
"LINDHANMD1",2010,"cogr",0,0,0,0,2
"LINDHANMD1",2010,"eawp",0,0,0,0,1
"LINDHANMD1",2010,"grca",0,1,0,1,0
"LINDHANMD1",2010,"modo",0,0,1,0,1
"LINDHANMD1",2010,"noca",0,0,0,1,1
"LINDHANMD1",2010,"rbwo",0,0,0,0,1
"LINDHANMD1",2010,"sosp",0,0,0,0,1
"LINDHANMD1",2010,"wbnu",0,0,0,1,0
"LINDHANMD1",2012,"amro",1,0,0,1,0
"LINDHANMD1",2012,"cogr",0,4,0,0,0
"LINDHANMD1",2012,"eawp",0,0,0,0,1
"LINDHANMD1",2012,"grca",0,0,1,0,0
"LINDHANMD1",2012,"modo",0,0,2,0,0
"LINDHANMD1",2012,"noca",1,0,1,0,0
"LINDHANMD1",2012,"sosp",0,0,0,0,1
"LINDHANMD1",2012,"tuti",0,0,0,0,1
"LINDHANMD1",2012,"wbnu",0,1,0,0,0
"LORAJORMD1",2009,"amgo",2,0,0,0,0
"LORAJORMD1",2009,"amro",1,0,3,1,0
"LORAJORMD1",2009,"carw",1,0,0,0,0
"LORAJORMD1",2009,"gcfl",1,1,0,0,0
"LORAJORMD1",2009,"grca",0,2,1,0,0
"LORAJORMD1",2009,"howr",0,0,0,1,0
"LORAJORMD1",2009,"noca",4,1,0,0,0
"LORAJORMD1",2009,"rbwo",0,1,0,0,0
"LORAJORMD1",2009,"rthu",1,0,0,0,0
"LORAJORMD1",2009,"wbnu",0,0,1,0,0
"LORAJORMD1",2009,"woth",0,0,0,0,1
"LUCAJILMD1",2009,"amro",2,1,1,0,0
"LUCAJILMD1",2009,"bhco",0,0,1,0,0
"LUCAJILMD1",2009,"cach",0,2,0,0,1
"LUCAJILMD1",2009,"chsw",5,0,0,0,0
"LUCAJILMD1",2009,"grca",0,0,0,0,2
"LUCAJILMD1",2009,"hofi",0,0,2,0,0
"LUCAJILMD1",2009,"howr",0,0,2,0,0
"LUCAJILMD1",2009,"noca",0,0,2,0,0
"LUCAJILMD1",2010,"amcr",0,0,0,0,1
"LUCAJILMD1",2010,"cach",0,2,0,2,0
"LUCAJILMD1",2010,"grca",0,0,2,0,0
"LUCAJILMD1",2010,"howr",0,0,0,1,0
"LUCAJILMD1",2010,"modo",0,1,0,0,0
"LUCAJILMD1",2010,"noca",0,0,1,0,0
"LUCAJILMD1",2010,"rthu",1,0,0,0,0
"LUCAJILMD1",2010,"sosp",0,0,0,2,0
"LUCAJILMD1",2010,"tuti",0,0,1,0,0
"LUCAJILMD1",2012,"amro",0,1,0,0,1
"LUCAJILMD1",2012,"cach",0,1,4,0,0
"LUCAJILMD1",2012,"noca",0,0,1,0,0
"LUCAJILMD1",2012,"rbwo",0,1,0,0,0
"LUCAJILMD1",2012,"sosp",0,0,2,0,0
"LUCIDANMD1",2009,"amcr",0,2,1,0,0
"LUCIDANMD1",2009,"amgo",1,0,0,0,0
"LUCIDANMD1",2009,"amro",1,0,0,0,0
"LUCIDANMD1",2009,"cach",0,1,0,0,0
"LUCIDANMD1",2009,"carw",1,1,0,0,0
"LUCIDANMD1",2009,"ficr",0,1,0,0,0
"LUCIDANMD1",2009,"noca",2,2,0,0,0
"LUCIDANMD1",2009,"tuti",0,1,0,0,0
"LYONLYNVA1",2009,"amgo",0,0,0,0,1
"LYONLYNVA1",2009,"amro",0,2,2,0,1
"LYONLYNVA1",2009,"blja",0,0,0,2,0
"LYONLYNVA1",2009,"cach",0,0,1,0,0
"LYONLYNVA1",2009,"carw",0,0,1,0,0
"LYONLYNVA1",2009,"cogr",0,0,1,0,0
"LYONLYNVA1",2009,"modo",0,0,0,0,1
"LYONLYNVA1",2009,"noca",0,3,1,0,1
"LYONLYNVA1",2009,"sosp",0,0,1,0,0
"LYONLYNVA1",2009,"tuti",0,0,0,1,0
"LYONLYNVA1",2010,"amcr",0,0,0,0,1
"LYONLYNVA1",2010,"amro",0,1,0,0,1
"LYONLYNVA1",2010,"cach",0,0,0,2,1
"LYONLYNVA1",2010,"hofi",0,0,0,3,0
"LYONLYNVA1",2010,"modo",0,0,0,1,0
"LYONLYNVA1",2010,"noca",0,0,1,0,1
"LYONLYNVA1",2010,"sosp",1,0,0,0,1
"LYONLYNVA1",2012,"amro",0,0,0,1,0
"LYONLYNVA1",2012,"cach",0,0,1,0,0
"LYONLYNVA1",2012,"cogr",0,0,1,0,0
"LYONLYNVA1",2012,"howr",0,0,2,0,1
"LYONLYNVA1",2012,"modo",0,0,1,0,0
"LYONLYNVA1",2012,"noca",0,1,0,0,1
"LYONLYNVA1",2012,"sosp",0,1,0,2,1
"MAHOJIMMD1",2009,"amcr",0,0,0,0,1
"MAHOJIMMD1",2009,"carw",0,0,1,0,1
"MAHOJIMMD1",2009,"gcfl",0,1,0,0,0
"MAHOJIMMD1",2009,"noca",0,1,0,1,1
"MAHOJIMMD1",2009,"rbwo",0,0,0,0,1
"MAHOJIMMD1",2009,"revi",0,0,1,1,0
"MAHOJIMMD1",2009,"tuti",0,0,0,0,2
"MAHOJIMMD1",2010,"amgo",0,2,0,0,0
"MAHOJIMMD1",2010,"noca",0,0,1,0,1
"MAHOJIMMD1",2010,"revi",0,0,0,1,0
"MAHOJIMMD1",2010,"tuti",0,0,1,0,0
"MAHOJIMMD1",2010,"wbnu",0,0,0,1,0
"MAHOJIMMD1",2012,"cach",0,0,0,0,1
"MAHOJIMMD1",2012,"carw",0,0,0,0,2
"MAHOJIMMD1",2012,"chsp",0,0,1,0,0
"MAHOJIMMD1",2012,"noca",0,0,0,0,1
"MAHOJIMMD1",2012,"rbwo",0,0,0,0,1
"MAHOJIMMD1",2012,"revi",0,0,0,0,1
"MAHOJIMMD1",2012,"sosp",0,0,1,0,0
"MANNJANDC1",2009,"amro",1,1,1,0,0
"MANNJANDC1",2009,"bhco",0,1,0,0,0
"MANNJANDC1",2009,"cach",0,1,0,0,0
"MANNJANDC1",2009,"cogr",0,1,0,0,0
"MANNJANDC1",2009,"hofi",2,0,0,0,0
"MANNJANDC1",2009,"modo",1,0,0,0,0
"MANNJANDC1",2009,"noca",6,1,0,1,0
"MANNJANDC1",2009,"rthu",1,0,0,0,0
"MANNJANDC1",2009,"sosp",0,3,0,0,0
"MANNJANDC1",2010,"amro",0,3,0,0,0
"MANNJANDC1",2010,"blja",0,0,1,0,0
"MANNJANDC1",2010,"cogr",0,2,0,0,0
"MANNJANDC1",2010,"dowo",1,0,0,0,0
"MANNJANDC1",2010,"hofi",8,0,0,0,0
"MANNJANDC1",2010,"howr",0,0,0,0,1
"MANNJANDC1",2010,"modo",0,1,0,1,0
"MANNJANDC1",2010,"noca",1,1,1,0,0
"MANNJANDC1",2010,"rbwo",0,1,0,0,0
"MANNJANDC1",2010,"sosp",0,0,1,1,0
"MANNJANDC1",2010,"ysfl",0,0,0,1,0
"MANNJANDC1",2012,"amro",0,0,1,0,0
"MANNJANDC1",2012,"cogr",0,2,2,1,0
"MANNJANDC1",2012,"grca",0,0,1,0,0
"MANNJANDC1",2012,"hofi",5,5,0,0,0
"MANNJANDC1",2012,"noca",0,3,0,0,2
"MANNJANDC1",2012,"rbwo",0,1,0,0,0
"MARRPETMD2",2009,"amro",2,2,2,0,0
"MARRPETMD2",2009,"blja",0,8,1,0,0
"MARRPETMD2",2009,"cogr",0,0,2,0,0
"MARRPETMD2",2009,"dowo",0,0,0,1,0
"MARRPETMD2",2009,"noca",0,0,1,0,0
"MARRPETMD2",2009,"wbnu",0,0,0,1,0
"MARRPETMD2",2010,"amro",0,1,1,0,0
"MARRPETMD2",2010,"dowo",0,0,0,0,1
"MARRPETMD2",2010,"grca",1,0,0,1,1
"MARRPETMD2",2010,"noca",1,0,0,0,1
"MARRPETMD2",2010,"rbwo",0,0,0,0,1
"MARRPETMD2",2012,"amcr",0,0,0,0,3
"MARRPETMD2",2012,"amro",0,0,1,0,0
"MARRPETMD2",2012,"bhco",0,0,0,2,0
"MARRPETMD2",2012,"carw",0,1,0,0,0
"MARRPETMD2",2012,"grca",0,1,1,0,0
"MARRPETMD2",2012,"modo",0,0,1,0,0
"MARRPETMD2",2012,"noca",0,1,0,1,1
"MARRPETMD2",2012,"sosp",0,0,1,0,1
"MAZUJENMD1",2009,"amro",0,0,2,0,0
"MAZUJENMD1",2009,"cach",0,0,1,0,0
"MAZUJENMD1",2009,"carw",0,0,0,1,0
"MAZUJENMD1",2009,"chsp",0,0,0,0,0
"MAZUJENMD1",2009,"eabl",0,1,1,0,0
"MAZUJENMD1",2009,"grca",0,1,0,0,0
"MAZUJENMD1",2009,"noca",0,3,2,0,1
"MAZUJENMD1",2009,"revi",0,0,0,1,0
"MAZUJENMD1",2009,"tuti",1,0,1,0,1
"MAZUJENMD1",2009,"wbnu",0,1,0,0,0
"MAZUJENMD1",2009,"woth",0,0,0,1,0
"MAZUJENMD1",2010,"amgo",0,0,0,0,1
"MAZUJENMD1",2010,"amro",0,0,0,0,1
"MAZUJENMD1",2010,"howr",0,0,0,0,1
"MAZUJENMD1",2010,"noca",0,0,0,0,2
"MAZUJENMD1",2012,"amro",0,1,0,1,0
"MAZUJENMD1",2012,"blja",0,0,0,0,1
"MAZUJENMD1",2012,"carw",0,0,0,1,1
"MAZUJENMD1",2012,"dowo",0,1,0,0,0
"MAZUJENMD1",2012,"grca",1,0,0,0,0
"MAZUJENMD1",2012,"howr",0,0,0,0,1
"MAZUJENMD1",2012,"noca",0,0,0,2,2
"MAZUJENMD1",2012,"rbwo",0,1,0,0,1
"MAZUJENMD1",2012,"tuti",0,0,2,0,0
"MCCAKEVMD1",2009,"amro",0,3,0,0,0
"MCCAKEVMD1",2009,"cach",2,4,0,0,0
"MCCAKEVMD1",2009,"carw",0,3,0,0,0
"MCCAKEVMD1",2009,"chsp",0,1,0,0,0
"MCCAKEVMD1",2009,"grca",2,4,0,0,0
"MCCAKEVMD1",2009,"hofi",0,1,0,0,0
"MCCAKEVMD1",2009,"howr",1,1,0,0,0
"MCCAKEVMD1",2009,"modo",0,1,0,0,0
"MCCAKEVMD1",2009,"noca",0,3,1,0,0
"MCCAKEVMD1",2009,"tuti",0,1,0,0,0
"MCCAKEVMD1",2010,"carw",0,1,0,0,0
"MCCAKEVMD1",2010,"grca",0,1,0,1,0
"MCCAKEVMD1",2010,"howr",0,2,0,0,1
"MCCAKEVMD1",2010,"noca",0,0,3,0,0
"MCCAKEVMD1",2012,"amcr",0,0,0,1,0
"MCCAKEVMD1",2012,"amro",0,1,3,0,1
"MCCAKEVMD1",2012,"cach",0,0,0,2,0
"MCCAKEVMD1",2012,"carw",0,0,0,1,1
"MCCAKEVMD1",2012,"cogr",0,5,0,0,0
"MCCAKEVMD1",2012,"howr",1,1,0,0,1
"MCCAKEVMD1",2012,"noca",0,1,2,0,0
"MCCOCHRMD1",2009,"amgo",0,1,0,2,0
"MCCOCHRMD1",2009,"amro",0,0,0,0,2
"MCCOCHRMD1",2009,"blja",0,0,0,0,1
"MCCOCHRMD1",2009,"cogr",0,0,0,0,3
"MCCOCHRMD1",2009,"coye",0,0,0,1,0
"MCCOCHRMD1",2009,"dowo",0,0,1,0,0
"MCCOCHRMD1",2009,"grca",0,0,2,1,1
"MCCOCHRMD1",2009,"howr",0,0,1,0,0
"MCCOCHRMD1",2009,"noca",0,0,1,0,0
"MCCOCHRMD1",2009,"rwbl",0,0,0,0,1
"MCCOCHRMD1",2009,"sosp",1,0,0,0,1
"MCCOCHRMD1",2010,"amro",0,0,0,0,1
"MCCOCHRMD1",2010,"cach",0,1,0,0,0
"MCCOCHRMD1",2010,"cogr",0,0,0,1,0
"MCCOCHRMD1",2010,"grca",0,2,1,0,0
"MCCOCHRMD1",2010,"modo",0,0,0,0,2
"MCCOCHRMD1",2010,"sosp",0,1,0,0,1
"MCCOCHRMD1",2012,"chsw",0,0,2,0,0
"MCCOCHRMD1",2012,"cogr",0,0,0,2,0
"MCCOCHRMD1",2012,"coye",0,0,0,0,1
"MCCOCHRMD1",2012,"grca",0,2,1,3,0
"MCCOCHRMD1",2012,"howr",0,1,0,0,0
"MCCOCHRMD1",2012,"noca",0,0,0,1,0
"MCCOCHRMD1",2012,"sosp",0,0,1,0,1
"MCCOJOHMD1",2009,"amcr",0,0,0,0,1
"MCCOJOHMD1",2009,"amro",0,0,1,0,1
"MCCOJOHMD1",2009,"cach",0,1,0,1,0
"MCCOJOHMD1",2009,"carw",0,0,1,1,0
"MCCOJOHMD1",2009,"cedw",0,0,1,0,0
"MCCOJOHMD1",2009,"chsw",0,0,0,1,0
"MCCOJOHMD1",2009,"eabl",0,1,0,1,0
"MCCOJOHMD1",2009,"inbu",0,0,1,0,1
"MCCOJOHMD1",2009,"noca",0,0,1,0,1
"MCCOJOHMD1",2009,"nomo",0,0,0,2,0
"MCCOJOHMD1",2009,"rwbl",0,0,0,1,0
"MCCOJOHMD1",2009,"tuti",0,0,1,1,0
"MCDOELIVA1",2010,"amro",0,1,0,0,0
"MCDOELIVA1",2010,"cogr",0,0,0,1,0
"MCDOELIVA1",2010,"grca",0,0,0,1,0
"MCDOELIVA1",2010,"howr",0,0,0,0,1
"MCDOELIVA1",2010,"modo",2,0,0,0,0
"MCDOELIVA1",2010,"noca",0,0,1,1,0
"MCDOELIVA1",2010,"nomo",0,0,0,0,1
"MCDOELIVA1",2010,"sosp",0,0,1,1,0
"MCDOELIVA1",2012,"amro",2,1,1,0,1
"MCDOELIVA1",2012,"carw",0,0,1,0,0
"MCDOELIVA1",2012,"grca",2,1,2,0,0
"MCDOELIVA1",2012,"modo",0,0,0,1,0
"MCDOELIVA1",2012,"noca",0,1,1,0,0
"MCDOELIVA1",2012,"nomo",1,0,0,0,0
"MCDOELIVA1",2012,"wbnu",0,0,0,1,0
"MCKEANNVA1",2009,"amro",0,1,0,1,0
"MCKEANNVA1",2009,"cach",1,2,0,0,0
"MCKEANNVA1",2009,"carw",0,1,0,0,0
"MCKEANNVA1",2009,"dowo",1,0,0,0,0
"MCKEANNVA1",2009,"gcfl",0,0,1,0,0
"MCKEANNVA1",2009,"grca",1,0,0,1,0
"MCKEANNVA1",2009,"hofi",2,0,0,0,0
"MCKEANNVA1",2009,"howr",0,1,2,0,0
"MCKEANNVA1",2009,"noca",1,4,1,0,1
"MCKEANNVA1",2009,"rbwo",0,0,0,1,0
"MCKEANNVA1",2009,"woth",0,1,1,1,0
"MCKEJANMD1",2009,"amcr",0,0,0,4,1
"MCKEJANMD1",2009,"amgo",1,0,0,0,0
"MCKEJANMD1",2009,"amro",1,1,1,0,0
"MCKEJANMD1",2009,"bars",12,4,0,0,0
"MCKEJANMD1",2009,"cach",0,1,1,0,0
"MCKEJANMD1",2009,"carw",0,2,2,0,1
"MCKEJANMD1",2009,"chsp",1,2,0,0,0
"MCKEJANMD1",2009,"grca",0,2,1,0,0
"MCKEJANMD1",2009,"howr",1,0,1,0,0
"MCKEJANMD1",2009,"modo",0,2,0,0,0
"MCKEJANMD1",2009,"noca",0,2,1,1,0
"MCKEJANMD1",2009,"wbnu",0,0,2,0,0
"MCNAKRIMD1",2009,"carw",0,1,0,0,1
"MCNAKRIMD1",2009,"cogr",2,0,0,0,2
"MCNAKRIMD1",2009,"modo",0,2,0,0,0
"MCNAKRIMD1",2009,"noca",0,3,1,0,0
"MCNAKRIMD1",2009,"rbwo",0,1,0,0,0
"MCNAKRIMD1",2009,"sosp",1,0,0,1,0
"MCNAKRIMD1",2010,"amro",1,0,0,0,0
"MCNAKRIMD1",2010,"cach",1,0,0,0,0
"MCNAKRIMD1",2010,"cogr",0,3,1,0,0
"MCNAKRIMD1",2010,"grca",0,1,1,0,0
"MCNAKRIMD1",2010,"modo",1,0,0,0,1
"MCNAKRIMD1",2010,"noca",0,3,1,0,0
"MCNAKRIMD1",2010,"sosp",0,0,0,0,1
"MCNAKRIMD1",2010,"wbnu",0,0,1,0,0
"MCNAKRIMD1",2012,"amro",0,1,0,1,0
"MCNAKRIMD1",2012,"carw",0,1,1,0,0
"MCNAKRIMD1",2012,"dowo",0,1,0,0,0
"MCNAKRIMD1",2012,"grca",0,2,1,0,0
"MCNAKRIMD1",2012,"hofi",0,2,0,0,0
"MCNAKRIMD1",2012,"modo",0,1,0,0,0
"MCNAKRIMD1",2012,"noca",0,2,0,0,0
"MCNAKRIMD1",2012,"sosp",0,0,0,1,0
"MCNAKRIMD1",2012,"tuti",0,0,0,0,1
"MEGOPATMD2",2009,"acfl",0,0,0,1,0
"MEGOPATMD2",2009,"amro",0,2,1,0,0
"MEGOPATMD2",2009,"bhco",0,0,0,1,0
"MEGOPATMD2",2009,"cach",0,0,0,1,0
"MEGOPATMD2",2009,"carw",0,0,0,0,1
"MEGOPATMD2",2009,"eawp",0,0,1,0,0
"MEGOPATMD2",2009,"modo",0,1,0,0,0
"MEGOPATMD2",2009,"noca",0,0,0,1,0
